Respondent ID,Collector ID,Start Date,End Date,IP Address,Program Country:,Program Duration:,Other (please specify),Program Start Month,Program Start Year:,"If we use quotes from you, may we use your name in addition to your program?",I would describe myself as:Resourceful,I would describe myself as:Patient,I would describe myself as:Culturally Competent,I would describe myself as:Adaptable,I would describe myself as:Emotionally Intelligent,I would describe myself as:Resilient,"What have your biggest accomplishments been, both professionally and personally? ",What has been your greatest frustration or disappointment? What could have made it less so?,What things do you wish you had brought?,What things do you wish you had NOT brought?,What do you wish you had known about this country (e.g. living and working here) that you did not know before coming?,How has your experience thus far compared to your initial expectations?,Please comment on how your experience has compared to your initial expectations.,I feel safe in my home.,I feel safe in my community.,"I feel integrated into my community, increasing my sense of safety.",I feel welcome as a foreigner in my community.,"I have friends, host family members, colleagues, or community members who would help protect me in an emergency situation.",The coverage of health and safety issues at Orientation was sufficient.,"I have an understanding of what to do in various emergency situations, as laid out in the Emergency Action Plan.",I always inform the Field Director of my travel plans when I go off-site.,I generally feel safe in my country.,Please comment on any of the above.,I have a copy of the Emergency Action Plan:,I know who to call (and who will call me) in an emergency:,"Please comment in regards to safety in country (e.g. what could be improved, suggestions, etc.):",I received quality medical care.,The medical facilities were sanitary.,I could communicate with the medical staff adequately.,I received quality service & support from the WorldTeach insurance.,Please comment on any of the above.,My students are interested in learning in my class,I feel appreciated for my teaching,My local language skills are adequate for my teaching placement,My teaching skills are adequate for my teaching placement,"Please comment on any of the above,.",My school supplied me with a Teacher Guide or Textbook,The Internet,Professional Learning Communities (PLCs),Teacher Quality Coordinator,Volunteer Resource Manual,WorldTeachNet,Professional Learning Communities (PLCs) are useful to me,The Five Step Lesson Plan Template is useful to me,The Data Analysis Tool is useful to me,The Professional Development Modules (Scholarly Articles) are useful to me,WorldTeachNet is useful to me,The Teacher Quality Coordinator is useful to me,The Director of Education Office Hours are useful to me,I am satisfied in the Educational Support I have access to from WorldTeach,In what ways could the WorldTeach Office of Education provide you with stronger teacher support?,My experience living with my host family is positive.,I feel like a member of my family.,I participate in family activities.,I enjoy the food served by my family.,I would recommend my family for another volunteer.,Please comment on any of the above.,Are there any problems with your host family/living situation and/or unusual circumstances we should know about?,How necessary is competence in the local language for living at your site?,The staff member:Is accessible and eager to help.,The staff member:Responds promptly to requests for help.,The staff member:Anticipates needs of volunteers.,"The staff member:Follows through on administrative, site, or housing issues.",The staff member:Keeps volunteers informed of changes and relevant information.,Has the Field Director conducted a site visit with you yet?,The site visit was useful to me.,The Field Director made me feel comfortable and supported.,The Field Director gave me useful and professional suggestions.
5181985444,95592572,1/19/2017 23:41,1/19/2017 23:51,117.103.92.161,Marshall Islands,Yearlong,,July,2016,Name and Program,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,---,"Communication with the WT Field Director is not open and trustworthy to be kept in confidence. Communication is sparse and curt.  Empathy with what the volunteers are going through is lacking in the WT Field Director.   WE ARE VOLUNTEERS who are giving up a year of our lives to come help the children... we are not treated as such by WT .    **CONFIDENTIAL, please!**",--,--,--,My experience meets my initial expectations,--,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,No,Yes,,Agree,Neutral,Agree,Agree,,Neutral,Neutral,Agree,Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,--,Not necessary,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,No,,,
5181950895,95476985,1/19/2017 22:42,1/19/2017 22:56,190.131.156.204,Ecuador,Yearlong,,September,2016,Program only,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Graduating with a Master's Degree, three Bachelor Degrees, and a Minor in 5 years. ",Greatest frustration is my introversion and timidness when it comes to sparking conversation with new people. This is especially frustrating when my goal is to become fluent in Spanish. It is difficult to become fluent in a language if I don't force myself to speak it often every day. ,GoPro/underwater camera,I would bring less clothes. ,I wish I had known more about the many places you can travel to in Ecuador in order to better prepare for what I want to bring on those trips. ,My experience meets my initial expectations,"I assumed it would be similar to my study abroad experience in Spain. For example, it would be difficult to become fluent in Spanish if I am in an English-speaking program/job. Also, that I would probably spend most of my time traveling. ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Agree,Agree,Agree,N/A,Still plan to meet with WT to fill out insurance reimbursement forms.,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Database of WT Volunteer Lesson Plans for each level. Observation of WT volunteers teaching in class. Redesigning PLC framework.,Agree,Agree,Agree,Agree,Agree,"My host family is a family friend, so not sure this will be a host family that will continue with WT.",No,"I speak Spanish with my host family, but children know some English.",,,,,,,,,
5181810242,95592572,1/19/2017 19:14,1/19/2017 19:38,117.103.93.187,Marshall Islands,Yearlong,,July,2016,Name and Program,Agree,Strongly Agree,Agree,Agree,Agree,Agree,My biggest accomplishment in a personal and professional sense has been connecting with my students on a deep level. Encouraging them to learn by loving them even in the tough moments.,My greatest frustration has been the lackadaisical nature of many of the native staff members and their  apparent  lack of caring for the students and their jobs. ,Tennis shoes,six bottles of sun screen,That I would fall in love with the people and the place and not want to leave.,My experience exceeds my initial expectations,"I expected to have very little and to be struggling financially month to month, however, I have been able to save quite a bit and live a rather nice lifestyle.",Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Yes,Yes,I'd be hard if something ever happened here that was really serious like a natural disaster of some sort (not that it ever would).,N/A,N/A,N/A,N/A,,Agree,Agree,Neutral,Agree,,Disagree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Don't have host family,N/A,"Not necessary, but recommended if you want to get more adequately involved in the community",Agree,Agree,Neutral,Agree,Agree,Yes,Neutral,Agree,Agree
5178123048,95476920,1/17/2017 13:05,1/17/2017 13:42,124.109.9.59,Micronesia Pohnpei,Yearlong,,July,2016,Name and Program,Agree,Disagree,Agree,Agree,Agree,Agree,"Personally: I have truly improved on each of the terms above although I am still working on patience. Personally I have also been faced with a lot of problems with self worth and feeling beautiful (you'll see why below). I have grown to accept myself the way I am (not completely but I'm getting there), or at least to not worry  about how I view myself all the time and to instead look outward to the beauty of the island or at the people im surrounded by.     Professionally: Upon arriving here I was completely unsure how to teach and felt very inadequate in the classroom. Over time and with the second semester starting I finally feel like I have some sense of what I teacher should be and how to run a classroom. ","Well, because I just wrote amazing answers to this survey and the entire thing deleted that was a pretty big disappointment. But I have also been plagued with extremely bad adult acne since arriving here and it has effected everything that I do. There have been many days and nights where I have sat in my room alone because I was too embarrassed to participate in island life or the adventures that the other volunteers were having. I'm not sure if anything could have been done to prevent this ""illness."" As of now I have finally stopped trying to fix the problem and instead am just trying to live with it.  ",More sandles. Cute dresses.,Less toiletries- you can buy them all here. ,I wish I had known about how developed the city is. You can get anything you want for the most part and I was expecting much less in terms of goods or the ability to buy things like toiletries or cheerios. ,My experience falls short of my initial expectations,The only reason I checked that my experience fails my initial expectations is because I have fallen short of my initial expectations. I thought that I would be much better at this than I actually am. I thought living here would be easy for me and it has been very hard in reality. So my expectations expected too much out of me as a person. ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,"I'm not sure what off site means. If it means out of the city, then no. If it means off the island then yes. ",Yes,Yes,Pohnpei is generally really safe. I would feel fine walking around at night by myself at any given time with the only real threat being from dogs. ,Neutral,Agree,Neutral,Agree,There is no such thing as a dermatologist here and telling a doctor in a third world country you are having severe adult acne is a bit of a joke.,Agree,Neutral,Neutral,Disagree,,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,"I feel that more teacher training, especially for those who have no experience teaching, would go a long way before throwing them into this job (on site teacher training that is-sitting in on classes, running more lesson plans, seeing how a classroom actually works at our designated schools, perhaps work as a shadow to a local teacher for the first couple weeks of school)",Agree,Agree,Agree,Agree,Agree,My family is literally the best on the island!,No! My family is my favorite and they're amazing.,"Not necessary, they speak perfect english. ",Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Yes,Neutral,Agree,Agree
5175891495,95300007,1/16/2017 5:02,2/8/2017 5:53,180.150.157.28,China,Yearlong,,September,2016,Program only,Agree,Agree,Agree,Agree,Disagree,Agree,"Trying to achieve an open-minded view of life in China (without the 'standard' preconceptions of China from the West), and trying to view my role as it might appear to someone that grew up with Chinese cultural heritage.  ","The language, by far. Being in an area of Zhuzhou where there isn't much English has shows me how much we invest in language for communication. The only thing that could have made it less so, I think, is to have done some more language study before coming, which was my own responsibility.  ",It's a.lways hard with the weight limit. Packing one thing means missing out on something else. Plenty is available in China. (I wish I had brought some thermal underwear.),WorldTeach packing list was very useful and eliminated unnecessary things.,"It's hard because what you learn is part of the experience. I wish I had known more of the language. Really WorldTeach provides a lot of information for participants, (It's one reason I chose WorldTeach) I wish I had known the apartment would be bare bones furnished, I did have the impression that the apartment (because it had had volunteers living in it previously) would be more set up for living (plates, usable cookware, functional kettle etc.). But considering everything, it is a small thing, and everything else that is part of the experience makes up for it multiple times.  ",My experience meets my initial expectations,"It's hard to say, because I didn't know what to expect. Travelling to China was new to me. no one in my family had been to China (or Asia) before. It was very much a learning experience. I'm glad to have the experience and thankful to WorldTeach. . ",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,"Some of these are hard to give yes/no answers to. I always felt safe, but I didn't always feel welcome as a foreigner in a small part of Zhuzhou who only had basic language skills. Some people are very friendly, but not everyone. (like anywhere I guess) I was happy to be with a network of WorldTeach, but it takes me time to form good bonds with people. .",Yes,Yes,WorldTeach does a good job. I felt impressed by the emergency considerations and general awareness that WorldTeach provides for volunteers. ,Agree,Agree,Agree,N/A,,Neutral,Agree,Neutral,Neutral,"You leanr so much in first 6 months, I will try to implement it in second term.",Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Agree,N/A,Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Not applicable,N/A,"It depends on what person is here for I guess. No doubt language skills would make it easier in Tianxin, but it's totally possible to teach well, commute to downtown when needed or to Changsha when without many Chinese language skills. ",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Agree,,
5175622016,95476920,1/15/2017 22:14,1/15/2017 23:06,124.109.8.16,Micronesia Pohnpei,Yearlong,,July,2016,Name and Program,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Professionally, I have fit in seamlessly with the other teachers in my department. I really enjoy working with them, and I believe they enjoy having me around the office as well. My relationship with my coworkers has provided me with a lot of confidence both as a teacher and as a member of the Pohnpei community. Personally, I feel like I've done a good job at taking advantage of all that Pohnpei has to offer. I've gone on many adventures and have witnessed many local traditions. ","I can't say that I feel overly frustrated or disappointed by any one thing. Dealing with such things is a mindset, and I'm not one to let things bother me too much. I'm happy here. ",quick dry clothing,camping gear,"I really only think the packing list could be approved. The packing list in its current form is a bit daunting, especially considering you can find nearly everything you need here on the island. Camping gear is something I mentioned I wish I hadn't brought with me, and I think it could be removed from the list. In my opinion, you really only need to bring with you here the essential things: clothes and a computer.",My experience meets my initial expectations,"In some ways it's tough to say. In terms of being on the island, I've enjoyed the teaching aspect of being here and I've had tremendous fun doing adventurous activities. I've also had a lot of down time to catch up on books I've never read. I also really enjoy my cohort and have a lot of fun hanging out with them. But in terms of myself, I don't know if I'm any ""different"" than who I was when I came here, and I guess I had some initial expectations of some level of personal growth being achieved. But I could also just be too close to the experience to realize it. ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,,Agree,Agree,Agree,Agree,Agree,,Nope,All members of my host family speak fluent English.,Agree,Agree,Agree,Agree,Agree,No,,,
5174997813,95476913,1/15/2017 1:40,1/15/2017 1:43,43.248.158.239,Micronesia Kosrae,Yearlong,,July,2016,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174845608,95476913,1/14/2017 18:32,1/14/2017 19:32,43.248.158.239,Micronesia Kosrae,Yearlong,,July,2015,Name and Program,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Teaching on Kosrae has taught me the importance of being flexible and prepared with a plan B. For example, I may prepare a lesson and come to school to realize that there is no power and therefore no way to make copies of handouts. In this situation, I've learned that it can come in handy to have activities prepared that don't need printed materials such as games and journal prompts.     Moving from Wisconsin to Kosrae has given me the opportunity to learn to surf, dive and snorkel. I have also gained greater confidence in my abilities to be adaptable, resourceful, and self-reliant. ",My greatest frustration are the sexist and racist jokes that the principle consistently makes during school assemblies. I'm not sure that there is any solution to this frustration. ,"fins, snorkel and mask, wireless speakers, more sunscreen. loose fitting long shorts","I packed very lightly but the two above the knee dresses I brought to wear to parties could have been left behind. I, personally, would not feel comfortable wearing anything above the knee here. ","I felt very prepared to move to Micronesia with the literature WorldTeach provided about Kosrae. I don't think that there is anything more that could have been provided to prepare for this experience.  Reading and studying a culture can provide you with valuable information, but there is no substitute for the knowledge you will gain by experiencing a new culture firsthand.",My experience exceeds my initial expectations,"Though I had read about Micronesia in the literature provided by WorldTeach, I was initially shocked by the poor housing and poor public sanitation. ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Neutral,Neutral,Agree,Neutral,"I went to the hospital my first week here after being attacked by a dog while running. The dog had broken the skin on the side of my abdomen and left bruises. The nurse seemed to be a little confused as to why I would come to the hospital for a dog bite and assured me that there were no cases of rabies on the island. I paid $7 for bacitracin and antibiotics (which I didn't use). At the time we did not have our insurance cards. In fact, we still do not have our insurance cards. ",Agree,Agree,Agree,Agree,,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,I think it would be helpful to have weekly or bi-weekly meetings where we could discuss with the field director how we feel our teaching is going and any concerns we have. ,Agree,Agree,Agree,Neutral,Agree,I was set up with a host grandmother. She is a wonderful woman who I absolutely adore. Her home is clean and beautiful and very quiet. ,No problems. ,I think gaining competency in the language provides a great benefit to integrating in the community and communicating with students. ,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,No,,,
5174822553,95476920,1/14/2017 17:40,1/14/2017 17:44,124.109.11.237,Micronesia Pohnpei,Yearlong,,July,2016,Program only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174319283,95476920,1/14/2017 1:13,1/14/2017 1:15,124.109.13.220,Micronesia Pohnpei,Yearlong,,July,2016,Program only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174317321,95476920,1/14/2017 1:05,1/14/2017 1:46,124.109.13.220,Micronesia Pohnpei,Yearlong,,July,2016,Program only,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I have honestly had a fantastic time teaching, and I think I have succeeded in adding value to the courses I'm involved in. For example, I have put together a lot of materials that have now been adopted by other instructors. It's nice to know that I'm leaving something behind even though I'm going to be departing in the summer! I also am happy to have built good relationships with my classes this semester, and I feel comfortable going into the next.  Personally, well, I survived parasites. That was exciting. And I learned to ride a scooter to and from work properly. Managed to get a bit of conversational Pohnpeian going now and then. And on the whole, I'm learning to be a lot more relaxed about punctuality - or rather, other people's lack thereof. I'd hoped to become better at that, so I'm glad the environment has forced it to happen :)","I suppose there's only really one source of frustration, and that is that it's disheartening to see things organized badly at the college in a way that damages student development. The courses are very poorly matched to student ability, and I believe that the priorities used to direct the students' education are not the right ones. That being said, I see my role as to contribute what I can, and be happy with small victories rather than waiting for some sort of systemic change!   I don't think there's very much that can be done about that, since us teachers are only coming in for a year to fill gaps in the faculty, not to push hard new changes. As I say, I've tried to make a difference where I can, within the framework that already exists.",Nothing. I should have packed less...,"Trousers! I brought two pairs. Ridiculous, don't know what I was thinking.","Not a whole lot really. I think there's only so much one can be, or ought to be, prepared before embarking on something like this. After all, we're coming for a year, not a lifetime. I didn't feel like there was anything I didn't know that I ought to have known.",My experience exceeds my initial expectations,"I had quite high expectations, because I love travelling and I love teaching. But as is often the case, actually living something is a more colorful and exciting experience than you initially imagine!",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"A lot of the questions weren't applicable, but there was only ""AGREE"" or ""DISAGREE"". As an example, I have never been off site, so....",Yes,No,Personally I have had no issues with safety here. ,Agree,Agree,Agree,Disagree,I'm yet to receive insurance for medical care in October... guess it's still processing...,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,N/A,"My goodness, they could improve this survey. ""Please rate..."" cannot be followed with ""agree, disagree..."". Re teacher support: I didn't feel I needed stronger teacher support",Neutral,Disagree,Disagree,Agree,Disagree,,"We had a rather unusual situation, I suppose, in that we were taken care of by the host neighbours. The host himself was never there - apparently some sort of issue with sakau. We didn't really see anyone - people didn't eat with us, they left food in the part of the house we were in. Unfortunately, in the first few days they also ripped us off on a taxi ($60 for two people to go to a waterfall). We now know, of course, that that's about 15 times too expensive. Living there was fine as an experience, but I probably wouldn't recommend them as a host family for those reasons.","A little goes a long way, but you can get by in English no problem.",Neutral,Neutral,Neutral,Neutral,Neutral,No,,,
5174260745,95476913,1/13/2017 22:21,1/13/2017 22:22,43.248.158.239,Micronesia Kosrae,Yearlong,,July,2016,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174243362,95476920,1/13/2017 21:30,1/23/2017 5:07,124.109.9.59,Micronesia Pohnpei,Yearlong,,July,2016,Name and Program,Agree,Agree,Agree,Agree,Agree,Agree,"Personally, living and thriving in all new environments that I have been in. Professionally, being able to navigate the difficulty of creating lesson plans and gauging what and how I need to teach my students. ","Nonchalant attitude towards education by my students. Maybe having more incentives for class, however I have no money for it. ",More almonds and my piano keyboard,Not applicable. ,There really has not been a situation in which I hoped I had known prior to being here. I am very adaptable so I had the mind-set that a lot of things would be different than what I might have been used to. ,My experience meets my initial expectations,I was expecting some difficulty with teaching because I had never taught high school before and that has been evident so far but I am dealing with them. ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Neutral,Agree,Agree,Disagree,The insurance company is a joke. I sent a claims form in about 4 months ago and i am yet to hear anything from them about reimbursement. ,Agree,Neutral,Neutral,Agree,Not all students are interested. ,Agree,Agree,N/A,N/A,Agree,N/A,N/A,Agree,N/A,N/A,N/A,N/A,N/A,Neutral,We never had the PLCs or the teacher quality program which is the core of the teacher support program here. ,Agree,Neutral,Neutral,Agree,Agree,My family moved out of town and i have been unable to contact them. ,"Yes, my host family moved out of Kolonia and they are without a phone. I have been unable to contact them since they moved. ",Not very. My host family was a good resource for learning the language while they were available. ,Neutral,Agree,Agree,Neutral,Strongly Disagree,Yes,Agree,Agree,Agree
5174232056,95476920,1/13/2017 21:01,1/13/2017 22:17,124.109.13.220,Micronesia Pohnpei,Yearlong,,July,2016,Name and Program,Strongly Agree,Agree,Agree,Agree,Agree,Agree,"I saw a good number of students improving enormously throughout the semester, especially in some of the subjects I taught. On a personal level, I am happy to say that I am embracing this adventure to the fullest, acknowledging its uniqueness, and appreciating as much of it as possible every day.",#NAME?,I am content with what I brought.,I do not think I brought anything that turned out to be useless.,I do not have that wish.,My experience meets my initial expectations,"I think I am doing pretty much what I intended to do and enjoying in the way I was hoping to enjoy the experience. A few things turned out to be slightly easier/better than expected (it does not feel as hot, or as humid as I thought it was going to be), while other a little bit harder (living within WT budget, or coping with outages/loss of internet), but all in all things are fine.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Agree,Agree,Agree,Disagree,The procedure to get reimbursed is long and cumbersome and it is really not worth going through with it unless the expenditure is substantial.,Disagree,Disagree,Disagree,Disagree,"Do not take the above as criticism, I was totally expecting to have to deal with uninterested students and a system that does not (or cannot) value what I am here to do.",Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,N/A,I think you would be providing support if I needed it. I just do not feel I need much at the time.,Neutral,Neutral,Neutral,Neutral,Neutral,"Our host family was not involved much. I was ok with it because I liked being independent. However, I understand that others may have different needs.","Yes. We did not know the nature of the arrangement that WT had with the host family. This made it difficult to understand what we were supposed to be given and what was, instead, just the result of the family's hospitality. Things like that should be clearly explained. In our case, out host was not always in town, so he delegated somebody else for many things and, while we were in some sense being looked after, we also ended up paying (to this third party) for things that the family should have provided (but we could not know at the time because we were not aware of the details of the agreement).",Unnecessary.,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,No,,,
5171833145,95300007,1/12/2017 7:22,1/12/2017 7:34,125.227.200.193,China,Yearlong,,August,2016,Program only,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Connecting with students, building bonds with them",Students lack of focus and participation. A better understanding of their needs would make it less of a problem,Winter wear,Formal shirts,No heating,My experience exceeds my initial expectations,Everything is better,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,,Yes,Yes,,,,,,,Agree,Disagree,Agree,Agree,,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,,,,,,,,I don't have a western toilet and I'm the only volunteer without one,Very important,Neutral,Agree,Disagree,Disagree,Agree,Yes,Disagree,Neutral,Disagree
5171796625,95300007,1/12/2017 6:58,1/12/2017 7:32,180.150.157.32,China,Yearlong,,August,2016,Program only,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"My biggest personal accomplishment has been integrating well into the community and feeling comfortable and stable where I am. I've made plenty of friends outside of the school staff, I play badminton with the teachers regularly, and I'm well known around town... especially at the massage parlors and hospital!    Professionally I've developed healthy, positive relationships with my students. There are no students who cause me serious trouble, which didn't seem possible at first. I've done a good job of balancing business with fun, and the students understand if I dole out consequences it's not a fight them vs. me, it's them vs. the rules. ","Two things,    1. Not being as good as I hoped I would be. It's really hard to develop interesting, relevant, fun, stimulating lessons and many of the best ones took the least amount of time. I'm working on a framework that better outlines and measures some lesson objectives to help me achieve my goals.    2. The tracking system. It was so much stress developing. WorldTeach emphasized its value to the nth degree but offered NO truly effective past examples that could be used as templates. Many teachers I know no longer use tacking systems at all. WT needs to change the education around tracking system to either teach the key elements of the tracking system better based of SUCCESSFUL past example, or also discuss how classes can and will be managed without a tracking system. I still use mine, but will be making changes for the second semester.","Another suitcase of things I use regularly but thought I would just buy here. Cheaper and easier to bring a second suitcase, it's not as big a deal moving your stuff as anticipated.","Nothing. Treated mosquito net that I thought I would use in RURAL CHINA but will use in Cambodia instead. If not leaving China, no need for a net.","It's hardly developing, it's not third world, the kids aren't suffering, it's more modern than NA in many ways, you will have access to everything and anything you need within a couple days except very specific NA brands, this program is great but not what was advertised.",My experience exceeds my initial expectations,"I expected a much more difficult living situation and teaching situation with fewer comforts and way more NEEDY kids. That is not the case whatsoever. It is still challenging living in another country, teaching is hard because of the class sizes, but the kids are all well off, the schools are well off, the teachers are well off, and it's not ""providing native English exposure to kids who would otherwise never have it.""",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I feel extremely safe, almost more so than in Canada.",Yes,Yes,,Agree,Agree,Neutral,N/A,"Have not yet made my insurance claim. Hospitals in China are top notch for price, efficiency, and speed.",Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,"Cut down the content in orientation and mid-service, give us more of it to read on our own either before or while in China, have more class time for practicum.",,,,,,,,Not necessary but extremely useful. Only the English teachers at school and a handful of locals speak English. ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Agree,Agree,Agree
5166072070,95300007,1/7/2017 23:29,1/12/2017 21:31,104.238.32.30,China,Yearlong,,August,2016,Name and Program,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,"I don't live in Changsha with the other worldteach people, so when I came to my city I had to make new friends and re-orientate myself to a new place. I've now made friends from all over the world, I'm well respected by my school and the community, and I am confident in my independence in a foreign land.","I really struggle with the language. I should have attempted to learn some Chinese before arrival.    I'm also super poor considering I'm a volunteer, which makes it difficult to live comfortably in the city, travel, and hang out with my friends who all make substantially more money.","pollution mask, pocket chinese language book, more gifts from America for my students",I can't think of anything,"Testing expectations for my students. I was unsure of how to prepare a proper exam for an oral English class. Maybe a list of baseline prices that I should expect for common purchases to make sure I don't make bad deals - taxis, basic foods, basic clothing, etc.",My experience exceeds my initial expectations,"I initially expected to be placed in a rice paddy in the middle of nowhere helping impoverished Chinese kids with little to no access to Western influences. Instead I am at the best school in my city, I have a great apartment, and many of my students come from wealthy families. I can't complain about my school, my apartment, or my students because I love it all. But this is far from the volunteer experience I was led to believe I was undertaking.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,We need more training on scams and what to look out for when people are attempting to cheat you out of money.,N/A,N/A,N/A,N/A,,Agree,Agree,Neutral,Agree,,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,"Perhaps supply us with lesson plan examples during the 1 month training. A group message board to share lesson plans would also be useful, especially if we look it over and discuss ideas during out 1 month training. And example powerpoints or videos so that the teachers-in-training could develop a foundation to build on instead of starting their lessons from scratch with limited experience.",Neutral,Neutral,Neutral,Neutral,Neutral,"I am not with a host family, but my liaison Lilian feels like an extension of my family.",I am not living with a host family,"not necessary, but highly suggested",Agree,Agree,Agree,Agree,Agree,Yes,Agree,Strongly Agree,Strongly Agree
5165422751,95299810,1/6/2017 22:33,1/6/2017 22:36,206.80.28.201,American Samoa,Yearlong,,August,2016,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164289947,95299810,1/6/2017 1:18,1/6/2017 1:30,206.80.28.201,American Samoa,Yearlong,,August,2016,Name and Program,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Professionally: identifying students who do not know how to read and teaching them  Personally: overcoming judgment from members of the community,the use of corporal punishment by other teachers and administration and developing a classroom management style that is effective when other teachers use corporal punishment,BOOKS,bathing suits,"Samoans are supposedly the most respectful culture, but they do not know what respect really means. They only know fear. They do not respect outsiders or 'palagis' and students do not respect palagi teachers because they know we will not hit them. The ""respect"" they think they have for Samoan teachers is, in fact, fear.",My experience exceeds my initial expectations,I did not anticipate loving and being as attached to my students as I am. My love for them outweighs any problems I have professionally and socially.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,I feel extremely safe in American Samoa. The biggest fear is theft.,Agree,Agree,Agree,Neutral,,Agree,Neutral,Disagree,Neutral,,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,N/A,Disagree,N/A,N/A,N/A,N/A,N/A,Disagree,give any support at all,Neutral,Neutral,Neutral,Neutral,Neutral,I do not live with a host family,N/A,Not very necessary,,,,,,,,,
